time,freq,dur,vel,name
12.895,349.23,0.546,0.43,F4
12.954,69.3,0.384,0.35,C#2
13.325,116.54,0.093,0.35,A#2
13.475,155.56,0.604,0.65,D#3
13.475,311.13,0.604,0.47,D#4
13.488,233.08,0.58,0.62,A#3
13.488,392.0,0.557,0.64,G4
13.499,77.78,0.569,0.5,D#2
14.068,207.65,0.662,0.41,G#3
14.068,415.3,0.188,0.35,G#4
14.079,103.83,0.872,0.53,G#2
14.079,261.63,0.431,0.65,C4
14.079,311.13,0.28,0.32,D#4
14.51,261.63,0.301,0.57,C4
14.51,311.13,0.301,0.47,D#4
14.51,415.3,0.151,0.44,G#4
14.8,207.65,0.151,0.3,G#3
14.8,415.3,0.186,0.54,G#4
14.812,261.63,0.371,0.64,C4
14.812,311.13,0.198,0.51,D#4
14.951,103.83,0.301,0.58,G#2
14.951,207.65,0.255,0.35,G#3
15.241,196.0,0.174,0.35,G3
15.241,246.94,0.441,0.65,B3
15.241,293.66,0.441,0.33,D4
15.254,98.0,0.86,0.55,G2
15.254,392.0,0.43,0.37,G4
15.682,196.0,0.395,0.37,G3
15.682,246.94,0.336,0.57,B3
15.682,293.66,0.244,0.5,D4
15.682,392.0,0.174,0.49,G4
16.125,130.81,0.593,0.69,C3
16.125,261.63,0.58,0.34,C4
16.136,311.13,0.58,0.63,D#4
16.415,392.0,0.093,0.3,G4
16.706,261.63,0.452,0.49,C4
16.717,130.81,0.441,0.61,C3
16.717,311.13,0.441,0.62,D#4
16.729,392.0,0.43,0.4,G4
17.159,130.81,0.406,0.54,C3
17.159,261.63,0.406,0.6,C4
17.159,311.13,0.406,0.65,D#4
17.159,392.0,0.349,0.53,G4
17.587,233.08,0.605,0.67,A#3
17.6,349.23,0.581,0.64,F4
17.611,277.18,0.581,0.59,C#4
17.622,932.33,0.07,0.28,A#5
17.844,69.3,0.07,0.32,C#2
17.879,466.16,0.139,0.34,A#4
18.181,311.13,0.615,0.67,D#4
18.181,466.16,0.29,0.32,A#4
18.192,233.08,0.604,0.66,A#3
18.192,392.0,0.569,0.65,G4
0.15,77.78,0.22,0.32,D#2
0.15,103.83,0.709,0.54,G#2
0.174,207.65,0.081,0.25,G#3
0.174,622.25,0.29,0.46,D#5
0.312,523.25,0.267,0.61,C5
0.464,622.25,0.162,0.61,D#5
0.475,207.65,0.093,0.38,G#3
0.604,698.46,0.453,0.52,F5
0.615,130.81,0.453,0.48,C3
0.615,155.56,0.453,0.57,D#3
0.766,1046.5,0.301,0.7,C6
1.056,698.46,0.151,0.57,F5
1.067,130.81,0.325,0.65,C3
1.067,155.56,0.384,0.58,D#3
1.207,622.25,0.431,0.46,D#5
1.357,98.0,0.803,0.69,G2
1.486,523.25,0.279,0.65,C5
1.637,622.25,0.163,0.65,D#5
1.789,146.83,0.371,0.58,D3
1.789,698.46,0.384,0.5,F5
1.8,123.47,0.371,0.59,B2
1.927,1046.5,0.301,0.64,C6
2.23,130.81,1.382,0.56,C3
2.23,155.56,1.406,0.57,D#3
2.23,196.0,1.102,0.5,G3
2.23,1046.5,0.279,0.61,C6
2.276,65.41,0.395,0.39,C2
2.531,622.25,0.267,0.49,D#5
2.601,77.78,0.127,0.34,D#2
2.671,523.25,0.301,0.74,C5
2.834,65.41,0.209,0.35,C2
2.845,261.63,0.209,0.31,C4
2.869,77.78,0.629,0.37,D#2
2.973,523.25,0.43,0.5,C5
3.112,392.0,0.081,0.38,G4
3.112,698.46,0.174,0.71,F5
3.264,622.25,0.385,0.53,D#5
3.402,523.25,0.199,0.7,C5
3.449,261.63,0.059,0.32,C4
3.543,392.0,0.139,0.26,G4
3.543,466.16,0.186,0.57,A#4
3.694,116.54,0.604,0.6,A#2
3.694,233.08,0.371,0.35,A#3
3.694,392.0,0.314,0.58,G4
3.705,138.59,0.534,0.5,C#3
3.705,174.61,0.569,0.52,F3
3.787,69.3,0.093,0.36,C#2
3.984,311.13,0.314,0.57,D#4
4.008,58.27,0.174,0.35,A#1
4.286,233.08,0.452,0.3,A#3
4.286,261.63,0.627,0.61,C4
4.297,116.54,0.661,0.48,A#2
4.297,155.56,0.615,0.57,D#3
4.297,196.0,0.569,0.65,G3
4.321,77.78,0.22,0.39,D#2
4.6,466.16,0.116,0.32,A#4
4.879,349.23,0.336,0.64,F4
4.89,103.83,0.803,0.54,G#2
5.169,311.13,0.174,0.51,D#4
5.32,261.63,0.419,0.5,C4
5.331,130.81,0.431,0.63,C3
5.331,155.56,0.431,0.6,D#3
5.565,77.78,0.07,0.35,D#2
5.634,311.13,0.116,0.4,D#4
5.761,130.81,0.314,0.69,C3
5.761,155.56,0.336,0.62,D#3
5.761,311.13,0.29,0.53,D#4
6.052,98.0,0.836,0.76,G2
6.052,349.23,0.336,0.68,F4
6.134,493.88,0.128,0.31,B4
6.354,311.13,0.371,0.57,D#4
6.505,123.47,0.384,0.54,B2
6.505,146.83,0.244,0.54,D3
6.644,349.23,0.139,0.72,F4
6.784,369.99,0.151,0.71,F#4
6.935,65.41,0.629,0.37,C2
6.935,98.0,0.325,0.53,G2
6.935,196.0,1.162,0.46,G3
6.935,392.0,0.163,0.46,G4
6.946,130.81,1.395,0.56,C3
6.946,155.56,1.429,0.56,D#3
7.074,466.16,0.209,0.56,A#4
7.225,523.25,0.315,0.67,C5
7.516,466.16,0.301,0.48,A#4
7.551,261.63,0.081,0.33,C4
7.668,392.0,0.301,0.57,G4
7.817,466.16,0.186,0.49,A#4
7.969,392.0,0.255,0.54,G4
8.109,523.25,0.174,0.69,C5
8.212,261.63,0.116,0.35,C4
8.259,466.16,0.186,0.57,A#4
8.41,116.54,0.731,0.65,A#2
8.41,622.25,0.441,0.44,D#5
8.55,523.25,0.244,0.61,C5
8.677,233.08,0.255,0.41,A#3
8.7,698.46,0.151,0.61,F5
8.851,622.25,0.174,0.63,D#5
8.991,783.99,0.186,0.43,G5
9.002,155.56,0.675,0.67,D#3
9.002,466.16,0.29,0.3,A#4
9.141,932.33,0.151,0.62,A#5
9.293,1046.5,0.164,0.65,C6
9.434,1244.51,0.139,0.56,D#6
9.584,207.65,0.882,0.72,G#3
9.584,1567.98,0.081,0.37,G6
9.665,103.83,0.07,0.43,G#2
9.689,311.13,0.07,0.34,D#4
9.874,1396.91,0.162,0.31,F6
10.165,1244.51,0.29,0.43,D#6
10.176,415.3,0.336,0.37,G#4
10.466,207.65,0.301,0.79,G#3
10.617,1046.5,0.22,0.48,C6
10.769,196.0,0.86,0.72,G3
11.059,1046.5,0.29,0.69,C6
11.349,1244.51,0.291,0.57,D#6
11.629,196.0,0.371,0.71,G3
11.93,261.63,0.894,0.74,C4
11.93,739.99,0.244,0.55,F#5
12.232,1046.5,0.163,0.57,C6
12.384,783.99,0.233,0.35,G5
12.674,739.99,0.151,0.72,F#5
12.825,261.63,0.325,0.66,C4
12.825,698.46,0.29,0.43,F5
12.975,622.25,0.139,0.58,D#5
13.115,466.16,0.233,0.34,A#4
13.115,698.46,0.255,0.62,F5
13.126,155.56,0.71,0.65,D#3
13.406,622.25,0.255,0.54,D#5
13.546,523.25,0.755,0.67,C5
13.685,783.99,0.186,0.33,G5
13.696,196.0,0.639,0.72,G3
13.696,392.0,0.151,0.33,G4
14.289,103.83,0.894,0.53,G#2
14.289,698.46,0.29,0.67,F5
14.579,207.65,0.116,0.41,G#3
14.59,622.25,0.186,0.48,D#5
14.73,523.25,0.417,0.62,C5
15.031,622.25,0.174,0.61,D#5
15.183,103.83,0.28,0.51,G#2
15.183,207.65,0.245,0.31,G#3
15.451,783.99,0.255,0.35,G5
15.463,98.0,0.894,0.57,G2
15.752,698.46,0.301,0.63,F5
16.055,622.25,0.301,0.45,D#5
16.194,493.88,0.186,0.66,B4
16.356,98.0,0.476,0.49,G2
16.356,622.25,0.268,0.47,D#5
16.554,77.78,0.081,0.24,D#2
16.646,77.78,0.301,0.53,D#2
16.646,523.25,0.29,0.68,C5
16.681,155.56,0.116,0.32,D#3
16.937,493.88,0.301,0.65,B4
16.949,73.42,0.29,0.46,D2
16.949,146.83,0.116,0.29,D3
17.228,138.59,0.188,0.3,C#3
17.239,69.3,0.535,0.47,C#2
17.239,466.16,0.513,0.39,A#4
0.409,523.25,0.615,0.78,C5
1.001,587.33,0.604,0.82,D5
1.605,103.83,0.57,0.68,G#2
1.605,523.25,0.989,0.55,C5
1.605,622.25,0.605,0.5,D#5
1.779,207.65,0.105,0.32,G#3
1.895,155.56,0.895,0.64,D#3
2.036,466.16,0.127,0.27,A#4
2.175,103.83,0.569,0.53,G#2
2.175,466.16,0.593,0.56,A#4
2.186,207.65,0.569,0.59,G#3
2.768,233.08,0.592,0.4,A#3
2.768,466.16,0.441,0.61,A#4
2.779,116.54,1.22,0.63,A#2
3.069,174.61,0.859,0.53,F3
3.209,466.16,0.744,0.5,A#4
3.359,233.08,0.605,0.54,A#3
3.661,622.25,0.478,0.57,D#5
3.859,77.78,0.07,0.37,D#2
3.93,77.78,1.787,0.46,D#2
3.941,155.56,0.418,0.41,D#3
4.243,116.54,1.894,0.53,A#2
4.534,155.56,0.592,0.56,D#3
4.835,196.0,0.592,0.62,G3
5.125,155.56,0.593,0.5,D#3
5.125,523.25,0.825,0.63,C5
5.427,196.0,0.825,0.62,G3
5.718,77.78,0.825,0.49,D#2
5.718,155.56,0.559,0.57,D#3
5.718,587.33,0.466,0.55,D5
5.88,98.0,0.117,0.61,G2
6.009,98.0,0.301,0.54,G2
6.299,523.25,0.812,0.57,C5
6.311,103.83,1.126,0.54,G#2
6.311,622.25,0.499,0.48,D#5
6.601,155.56,0.871,0.61,D#3
6.601,466.16,0.29,0.31,A#4
6.891,207.65,0.592,0.61,G#3
6.891,466.16,0.384,0.57,A#4
7.089,77.78,0.22,0.41,D#2
7.484,116.54,1.174,0.64,A#2
7.484,233.08,0.581,0.43,A#3
7.484,466.16,0.419,0.61,A#4
7.774,174.61,0.837,0.52,F3
7.903,466.16,0.755,0.5,A#4
8.065,233.08,0.569,0.52,A#3
8.355,622.25,0.301,0.65,D#5
8.53,77.78,0.116,0.34,D#2
8.658,77.78,0.522,0.54,D#2
8.658,155.56,0.29,0.55,D#3
8.658,466.16,0.29,0.43,A#4
8.658,622.25,0.139,0.51,D#5
8.948,155.56,0.174,0.43,D#3
8.948,466.16,0.29,0.5,A#4
8.948,622.25,0.22,0.57,D#5
9.238,466.16,0.232,0.58,A#4
9.238,698.46,0.255,0.68,F5
9.377,77.78,0.151,0.51,D#2
9.54,77.78,0.803,0.5,D#2
9.54,155.56,0.151,0.56,D#3
9.54,233.08,0.105,0.34,A#3
9.54,466.16,0.151,0.23,A#4
9.54,622.25,0.151,0.61,D#5
9.69,155.56,0.326,0.56,D#3
9.69,466.16,0.197,0.46,A#4
9.69,622.25,0.442,0.4,D#5
9.69,783.99,0.151,0.37,G5
10.424,98.0,0.731,0.76,G2
10.424,392.0,0.244,0.33,G4
10.47,1567.98,0.127,0.35,G6
10.69,196.0,0.116,0.34,G3
0.204,1864.66,0.267,0.4,A#6
0.215,207.65,1.128,0.57,G#3
0.494,103.83,0.105,0.53,G#2
0.506,415.3,0.733,0.39,G#4
0.506,1661.22,0.29,0.55,G#6
0.517,261.63,0.884,0.66,C4
0.796,1567.98,0.151,0.49,G6
0.807,311.13,0.581,0.64,D#4
0.819,103.83,0.186,0.54,G#2
1.087,1396.91,0.29,0.53,F6
1.377,196.0,1.254,0.58,G3
1.377,392.0,0.371,0.35,G4
1.377,1396.91,0.301,0.57,F6
1.667,246.94,0.894,0.71,B3
1.68,98.0,0.847,0.49,G2
1.819,1244.51,0.395,0.5,D#6
1.911,392.0,0.569,0.36,G4
1.981,293.66,0.58,0.63,D4
2.027,82.41,0.105,0.36,E2
2.26,1479.98,0.255,0.53,F#6
2.562,261.63,1.162,0.62,C4
2.562,1396.91,0.244,0.48,F6
2.794,130.81,0.198,0.35,C3
2.864,311.13,0.825,0.62,D#4
3.002,1244.51,0.35,0.5,D#6
3.144,392.0,0.58,0.61,G4
3.434,1479.98,0.255,0.58,F#6
3.631,155.56,0.093,0.5,D#3
3.736,155.56,1.196,0.67,D#3
3.736,466.16,0.371,0.46,A#4
3.736,1396.91,0.163,0.34,F6
4.026,196.0,0.894,0.69,G3
4.026,392.0,0.081,0.36,G4
4.177,1244.51,0.418,0.45,D#6
4.292,311.13,0.418,0.39,D#4
4.328,77.78,0.465,0.37,D#2
4.328,233.08,0.592,0.6,A#3
4.909,1864.66,0.245,0.54,A#6
4.92,207.65,1.139,0.6,G#3
5.2,103.83,0.487,0.5,G#2
5.2,261.63,0.894,0.63,C4
5.2,1661.22,0.301,0.57,G#6
5.211,415.3,0.58,0.4,G#4
5.501,311.13,0.859,0.54,D#4
5.501,1567.98,0.151,0.53,G6
5.514,130.81,0.081,0.34,C3
5.792,1396.91,0.255,0.55,F6
6.082,1244.51,0.349,0.5,D#6
6.094,196.0,1.151,0.61,G3
6.384,98.0,0.838,0.51,G2
6.384,246.94,0.86,0.65,B3
6.675,392.0,0.535,0.35,G4
6.675,2093.0,0.396,0.58,C7
6.686,293.66,0.57,0.58,D4
7.118,1864.66,0.127,0.58,A#6
7.267,261.63,1.161,0.63,C4
7.267,2093.0,0.244,0.58,C7
7.535,130.81,0.127,0.38,C3
7.557,311.13,0.766,0.65,D#4
7.709,1864.66,0.139,0.56,A#6
7.849,1864.66,0.255,0.45,A#6
7.86,392.0,0.569,0.6,G4
8.29,2093.0,0.267,0.58,C7
8.324,155.56,0.105,0.5,D#3
8.44,155.56,1.197,0.64,D#3
8.44,466.16,0.139,0.26,A#4
8.44,1479.98,0.139,0.55,F#6
8.58,466.16,0.255,0.45,A#4
8.58,1396.91,0.162,0.35,F6
8.742,196.0,0.873,0.69,G3
8.742,392.0,0.093,0.4,G4
8.894,1244.51,0.373,0.41,D#6
9.009,311.13,0.234,0.39,D#4
9.022,233.08,0.604,0.61,A#3
9.022,466.16,0.43,0.34,A#4
9.057,77.78,0.453,0.45,D#2
9.324,1396.91,0.209,0.37,F6
9.336,392.0,0.197,0.35,G4
9.614,207.65,1.161,0.61,G#3
9.614,1864.66,0.232,0.5,A#6
9.905,415.3,0.755,0.38,G#4
9.905,1661.22,0.301,0.57,G#6
9.916,103.83,0.116,0.5,G#2
9.916,261.63,0.905,0.65,C4
10.195,103.83,0.22,0.52,G#2
10.206,311.13,0.593,0.63,D#4
10.206,1567.98,0.198,0.51,G6
10.23,130.81,0.081,0.34,C3
10.509,1396.91,0.29,0.55,F6
10.799,196.0,1.185,0.59,G3
10.799,392.0,1.081,0.35,G4
10.799,1396.91,0.28,0.61,F6
11.079,98.0,0.836,0.57,G2
11.079,246.94,0.894,0.71,B3
11.23,1244.51,0.233,0.5,D#6
11.392,293.66,0.592,0.64,D4
11.67,1479.98,0.209,0.46,F#6
11.972,261.63,1.151,0.54,C4
11.972,1396.91,0.29,0.59,F6
12.089,130.81,0.336,0.34,C3
12.274,311.13,0.837,0.6,D#4
12.414,1244.51,0.29,0.53,D#6
12.565,392.0,0.581,0.58,G4
12.634,130.81,0.209,0.39,C3
12.704,1244.51,0.419,0.54,D#6
12.855,1479.98,0.221,0.48,F#6
13.135,155.56,1.207,0.65,D#3
13.146,466.16,0.371,0.46,A#4
13.146,1396.91,0.255,0.47,F6
13.436,196.0,0.882,0.66,G3
13.436,392.0,0.081,0.39,G4
13.587,1244.51,0.418,0.54,D#6
13.704,311.13,0.255,0.42,D#4
13.739,233.08,0.592,0.57,A#3
13.739,466.16,0.081,0.39,A#4
13.739,622.25,0.139,0.39,D#5
13.75,77.78,0.453,0.44,D#2
14.029,932.33,0.081,0.34,A#5
14.029,1864.66,0.29,0.52,A#6
14.052,622.25,0.139,0.37,D#5
14.319,1864.66,0.244,0.5,A#6
14.33,207.65,1.104,0.59,G#3
14.621,261.63,0.895,0.6,C4
14.621,415.3,0.733,0.39,G#4
14.621,1661.22,0.29,0.59,G#6
14.632,103.83,0.466,0.5,G#2
14.656,830.61,0.07,0.35,G#5
14.911,311.13,0.629,0.58,D#4
14.911,1567.98,0.175,0.51,G6
14.934,130.81,0.071,0.31,C3
15.203,1396.91,0.29,0.43,F6
15.307,130.81,0.081,0.35,C3
15.354,415.3,0.139,0.49,G#4
15.354,1244.51,0.128,0.45,D#6
15.492,1396.91,0.162,0.54,F6
15.505,196.0,1.184,0.62,G3
15.644,1244.51,0.186,0.43,D#6
15.771,392.0,0.812,0.35,G4
15.795,98.0,0.209,0.57,G2
15.795,246.94,0.871,0.7,B3
16.085,2093.0,0.592,0.5,C7
16.096,293.66,0.58,0.58,D4
16.526,98.0,0.07,0.51,G2
16.677,261.63,1.163,0.6,C4
16.677,2093.0,0.139,0.61,C7
16.969,311.13,0.755,0.61,D#4
17.12,1864.66,0.093,0.45,A#6
17.259,2093.0,0.198,0.47,C7
17.27,392.0,0.534,0.55,G4
17.7,1864.66,0.116,0.53,A#6
17.77,155.56,0.081,0.46,D#3
17.851,2093.0,0.186,0.43,C7
17.862,155.56,0.58,0.66,D#3
17.909,466.16,0.139,0.34,A#4
18.141,2489.02,0.116,0.43,D#7
18.152,116.54,0.884,0.66,A#2
18.152,233.08,0.29,0.4,A#3
18.234,77.78,0.186,0.46,D#2
18.431,77.78,0.733,0.48,D#2
18.442,155.56,1.116,0.35,D#3
0.134,783.99,0.139,0.42,G5
0.284,830.61,0.129,0.4,G#5
0.425,103.83,1.15,0.59,G#2
0.425,932.33,0.22,0.51,A#5
0.436,311.13,0.22,0.49,D#4
0.495,51.91,1.034,0.41,G#1
0.715,830.61,0.22,0.39,G#5
1.017,207.65,0.487,0.37,G#3
1.017,523.25,0.534,0.51,C5
1.017,622.25,0.244,0.39,D#5
1.284,155.56,0.268,0.39,D#3
1.308,698.46,0.301,0.56,F5
1.609,98.0,1.185,0.65,G2
1.609,493.88,1.151,0.46,B4
1.609,587.33,0.417,0.51,D5
1.609,698.46,0.417,0.45,F5
1.644,196.0,0.255,0.37,G3
1.668,49.0,1.035,0.46,G1
1.911,146.83,0.197,0.35,D3
2.061,622.25,0.279,0.44,D#5
2.201,196.0,0.28,0.43,G3
2.481,196.0,0.593,0.44,G3
2.481,587.33,0.301,0.58,D5
2.481,739.99,0.244,0.5,F#5
2.492,146.83,0.279,0.5,D3
2.492,246.94,0.093,0.35,B3
2.771,65.41,1.126,0.63,C2
2.771,698.46,0.36,0.51,F5
2.782,130.81,0.29,0.38,C3
2.782,587.33,0.384,0.57,D5
3.074,155.56,0.836,0.5,D#3
3.131,98.0,0.081,0.47,G2
3.236,622.25,0.268,0.46,D#5
3.375,196.0,0.627,0.47,G3
3.665,587.33,0.301,0.52,D5
3.665,739.99,0.268,0.58,F#5
3.677,466.16,0.093,0.32,A#4
3.781,77.78,0.174,0.46,D#2
3.955,698.46,0.325,0.52,F5
3.968,77.78,1.244,0.57,D#2
3.968,233.08,0.361,0.46,A#3
3.968,466.16,0.431,0.38,A#4
3.968,587.33,0.419,0.62,D5
4.049,155.56,0.151,0.3,D#3
4.176,116.54,0.07,0.4,A#2
4.258,116.54,0.873,0.56,A#2
4.397,466.16,0.453,0.46,A#4
4.397,622.25,0.279,0.53,D#5
4.456,233.08,0.081,0.32,A#3
4.526,311.13,0.604,0.37,D#4
4.608,155.56,0.523,0.44,D#3
4.839,196.0,0.336,0.63,G3
5.13,932.33,0.232,0.49,A#5
5.141,155.56,0.882,0.36,D#3
5.141,311.13,0.244,0.48,D#4
5.152,103.83,1.126,0.59,G#2
5.188,51.91,1.045,0.43,G#1
5.431,466.16,0.336,0.35,A#4
5.431,830.61,0.233,0.45,G#5
5.721,523.25,0.301,0.63,C5
5.734,207.65,0.64,0.39,G#3
5.734,622.25,0.232,0.41,D#5
6.024,77.78,0.198,0.41,D#2
6.024,155.56,0.255,0.41,D#3
6.024,523.25,0.244,0.47,C5
6.024,698.46,0.268,0.59,F5
6.314,98.0,1.127,0.61,G2
6.314,493.88,0.477,0.45,B4
6.314,622.25,0.28,0.43,D#5
6.361,49.0,1.045,0.46,G1
6.616,146.83,0.824,0.4,D3
6.895,783.99,0.22,0.4,G5
6.895,1046.5,0.279,0.54,C6
6.907,196.0,0.499,0.41,G3
7.336,932.33,0.162,0.59,A#5
7.487,65.41,1.035,0.57,C2
7.487,130.81,0.58,0.39,C3
7.487,1046.5,0.314,0.46,C6
7.499,622.25,0.255,0.44,D#5
7.79,155.56,0.965,0.53,D#3
7.929,311.13,0.163,0.32,D#4
7.929,466.16,0.139,0.34,A#4
7.929,622.25,0.163,0.33,D#5
7.929,783.99,0.151,0.4,G5
7.929,932.33,0.151,0.52,A#5
8.08,783.99,0.338,0.43,G5
8.08,932.33,0.269,0.41,A#5
8.091,196.0,0.512,0.42,G3
8.091,311.13,0.304,0.33,D#4
8.091,622.25,0.256,0.31,D#5
8.476,77.78,0.151,0.46,D#2
8.51,1046.5,0.162,0.63,C6
8.639,77.78,1.243,0.59,D#2
8.661,739.99,0.139,0.67,F#5
8.672,233.08,0.395,0.35,A#3
8.801,698.46,0.244,0.55,F5
8.964,116.54,0.882,0.54,A#2
9.045,739.99,0.151,0.38,F#5
9.102,622.25,0.36,0.58,D#5
9.265,311.13,0.139,0.31,D#4
9.311,155.56,0.151,0.35,D#3
9.52,233.08,0.279,0.41,A#3
9.544,196.0,0.336,0.61,G3
9.544,698.46,0.22,0.49,F5
9.614,155.56,0.232,0.38,D#3
9.846,311.13,0.268,0.49,D#4
9.846,622.25,0.093,0.31,D#5
9.846,783.99,0.116,0.33,G5
9.846,932.33,0.255,0.55,A#5
9.858,155.56,0.873,0.4,D#3
9.892,103.83,0.524,0.56,G#2
9.927,51.91,0.454,0.41,G#1
10.136,830.61,0.221,0.42,G#5
10.147,466.16,0.478,0.35,A#4
10.427,103.83,0.534,0.61,G#2
10.427,207.65,0.43,0.45,G#3
10.427,523.25,0.534,0.56,C5
10.427,622.25,0.244,0.43,D#5
10.427,783.99,0.209,0.39,G5
10.533,51.91,0.395,0.42,G#1
10.718,466.16,0.22,0.34,A#4
10.718,698.46,0.301,0.6,F5
10.729,155.56,0.244,0.46,D#3
10.764,77.78,0.162,0.4,D#2
11.008,587.33,0.465,0.54,D5
11.02,98.0,1.196,0.66,G2
11.02,493.88,0.453,0.46,B4
11.02,698.46,0.384,0.49,F5
11.066,49.0,1.034,0.43,G1
11.066,196.0,0.29,0.37,G3
11.299,146.83,0.174,0.39,D3
11.473,493.88,0.441,0.51,B4
11.473,622.25,0.325,0.5,D#5
11.611,196.0,0.29,0.51,G3
11.902,196.0,0.581,0.46,G3
11.902,587.33,0.301,0.56,D5
11.902,739.99,0.233,0.48,F#5
11.914,146.83,0.301,0.54,D3
11.914,246.94,0.093,0.36,B3
11.914,493.88,0.279,0.51,B4
12.192,65.41,1.104,0.61,C2
12.192,130.81,0.269,0.37,C3
12.192,698.46,0.419,0.57,F5
12.204,587.33,0.419,0.63,D5
12.484,155.56,1.126,0.47,D#3
12.508,98.0,0.174,0.54,G2
12.635,622.25,0.29,0.55,D#5
12.681,196.0,0.081,0.31,G3
12.774,196.0,0.604,0.48,G3
12.925,622.25,0.151,0.61,D#5
13.076,587.33,0.301,0.59,D5
13.076,739.99,0.29,0.6,F#5
13.099,466.16,0.267,0.31,A#4
13.35,77.78,1.236,0.56,D#2
13.366,698.46,0.349,0.57,F5
13.377,233.08,0.301,0.53,A#3
13.377,466.16,0.441,0.42,A#4
13.377,587.33,0.441,0.65,D5
13.668,116.54,0.872,0.58,A#2
13.68,233.08,0.314,0.35,A#3
13.819,466.16,0.616,0.43,A#4
13.819,622.25,0.267,0.52,D#5
13.946,311.13,0.581,0.43,D#4
13.981,155.56,0.547,0.46,D#3
14.249,932.33,0.291,0.56,A#5
14.26,196.0,0.315,0.62,G3
14.54,155.56,0.894,0.39,D#3
14.54,311.13,0.255,0.5,D#4
14.54,932.33,0.255,0.55,A#5
14.575,51.91,0.522,0.39,G#1
14.575,103.83,0.499,0.57,G#2
14.841,466.16,0.371,0.38,A#4
14.841,830.61,0.22,0.41,G#5
15.133,103.83,0.546,0.6,G#2
15.133,523.25,0.569,0.52,C5
15.144,207.65,0.593,0.46,G#3
15.144,622.25,0.232,0.41,D#5
15.155,783.99,0.151,0.35,G5
15.26,51.91,0.371,0.34,G#1
15.434,155.56,0.279,0.49,D#3
15.434,698.46,0.29,0.46,F5
15.469,466.16,0.139,0.33,A#4
15.585,622.25,0.139,0.53,D#5
15.724,698.46,0.22,0.57,F5
15.747,98.0,1.104,0.58,G2
15.77,49.0,1.058,0.43,G1
15.875,622.25,0.244,0.54,D#5
16.026,146.83,0.28,0.39,D3
16.306,196.0,0.558,0.5,G3
16.306,587.33,0.268,0.5,D5
16.306,1046.5,0.244,0.46,C6
16.317,146.83,0.615,0.54,D3
16.897,65.41,1.056,0.59,C2
16.897,130.81,0.558,0.43,C3
16.897,783.99,0.267,0.41,G5
16.897,1046.5,0.349,0.61,C6
17.2,155.56,1.975,0.48,D#3
17.328,466.16,0.116,0.37,A#4
17.339,932.33,0.22,0.57,A#5
17.479,1046.5,0.267,0.46,C6
17.49,196.0,0.569,0.46,G3
17.49,783.99,0.255,0.42,G5
17.501,523.25,0.244,0.43,C5
17.826,98.0,0.105,0.5,G2
17.839,130.81,0.198,0.33,C3
17.931,932.33,0.151,0.59,A#5
18.075,77.78,1.716,0.48,D#2
18.082,783.99,0.256,0.48,G5
18.082,1046.5,0.291,0.6,C6
18.362,932.33,0.43,0.47,A#5
18.374,116.54,0.905,0.57,A#2
18.397,1244.51,0.151,0.26,D#6
18.525,783.99,0.07,0.34,G5
18.652,311.13,0.162,0.32,D#4
18.954,196.0,0.325,0.55,G3
18.954,392.0,0.255,0.46,G4
19.094,349.23,0.174,0.47,F4
0.056,103.83,0.844,0.53,G#2
0.056,311.13,0.174,0.42,D#4
0.335,207.65,0.301,0.32,G#3
0.346,466.16,0.232,0.31,A#4
0.357,155.56,0.906,0.59,D#3
0.544,311.13,0.127,0.36,D#4
0.649,207.65,0.629,0.6,G#3
0.649,261.63,0.431,0.69,C4
0.649,415.3,0.372,0.35,G#4
1.079,246.94,1.219,0.57,B3
1.079,493.88,0.209,0.38,B4
1.23,98.0,0.593,0.47,G2
1.52,146.83,0.604,0.56,D3
1.52,293.66,0.314,0.41,D4
1.532,196.0,0.07,0.35,G3
1.648,49.0,0.36,0.36,G1
1.81,196.0,0.314,0.6,G3
1.822,98.0,0.836,0.64,G2
1.834,293.66,0.29,0.53,D4
1.95,392.0,0.105,0.32,G4
2.124,146.83,0.336,0.56,D3
2.124,196.0,0.325,0.47,G3
2.124,293.66,0.58,0.62,D4
2.24,392.0,0.116,0.35,G4
2.403,130.81,0.814,0.54,C3
2.705,155.56,0.581,0.59,D#3
2.705,311.13,0.301,0.48,D#4
2.705,466.16,0.07,0.31,A#4
2.739,65.41,0.443,0.4,C2
2.786,98.0,0.197,0.47,G2
2.995,98.0,0.489,0.61,G2
2.995,196.0,0.559,0.48,G3
2.995,349.23,0.581,0.61,F4
3.275,311.13,0.29,0.5,D#4
3.286,155.56,0.731,0.44,D#3
3.344,130.81,0.07,0.31,C3
3.356,65.41,0.116,0.39,C2
3.379,466.16,0.116,0.33,A#4
3.576,233.08,0.255,0.41,A#3
3.576,349.23,0.336,0.68,F4
3.675,77.78,1.668,0.5,D#2
3.716,116.54,0.151,0.45,A#2
3.879,116.54,0.593,0.64,A#2
3.879,311.13,0.696,0.5,D#4
4.169,233.08,0.081,0.32,A#3
4.169,349.23,0.151,0.5,F4
4.18,155.56,0.558,0.4,D#3
4.32,369.99,0.301,0.64,F#4
4.47,116.54,0.301,0.52,A#2
4.47,233.08,0.325,0.45,A#3
4.621,392.0,0.733,0.57,G4
4.749,311.13,0.07,0.35,D#4
4.773,103.83,1.174,0.53,G#2
