time,freq,dur,vel,name
5.052,155.56,0.604,0.65,D#3
5.052,311.13,0.731,0.43,D#4
5.052,466.16,0.233,0.35,A#4
5.343,207.65,0.569,0.59,G#3
5.354,415.3,0.58,0.35,G#4
5.494,261.63,0.465,0.69,C4
5.621,77.78,0.186,0.43,D#2
5.656,155.56,0.279,0.58,D#3
5.935,233.08,0.441,0.64,A#3
5.935,466.16,0.07,0.32,A#4
5.946,98.0,1.081,0.74,G2
6.225,146.83,0.919,0.53,D3
6.225,196.0,0.081,0.34,G3
6.376,246.94,0.732,0.62,B3
6.515,392.0,0.255,0.35,G4
6.526,196.0,0.629,0.56,G3
6.817,311.13,0.594,0.56,D#4
7.109,130.81,1.138,0.56,C3
7.41,155.56,0.58,0.66,D#3
7.41,311.13,0.093,0.36,D#4
7.41,466.16,0.639,0.47,A#4
7.48,392.0,0.105,0.34,G4
7.701,196.0,0.58,0.59,G3
7.851,392.0,0.523,0.37,G4
7.979,311.13,0.29,0.32,D#4
7.991,155.56,0.301,0.67,D#3
8.049,65.41,0.151,0.39,C2
8.281,77.78,1.209,0.59,D#2
8.281,311.13,0.314,0.56,D#4
8.292,155.56,0.452,0.46,D#3
8.595,311.13,0.29,0.59,D#4
8.606,116.54,0.941,0.55,A#2
8.885,233.08,0.629,0.5,A#3
8.885,311.13,0.28,0.6,D#4
9.002,155.56,0.43,0.43,D#3
9.165,311.13,0.314,0.62,D#4
9.455,349.23,0.151,0.52,F4
9.479,103.83,0.58,0.54,G#2
9.606,369.99,0.151,0.67,F#4
9.757,392.0,0.197,0.58,G4
9.896,466.16,0.174,0.59,A#4
10.047,349.23,0.07,0.48,F4
10.059,103.83,0.58,0.5,G#2
10.116,369.99,0.128,0.55,F#4
10.21,311.13,0.29,0.34,D#4
10.349,261.63,0.233,0.6,C4
10.5,311.13,0.174,0.46,D#4
10.639,98.0,0.594,0.59,G2
10.651,349.23,0.139,0.61,F4
10.79,369.99,0.151,0.61,F#4
10.941,196.0,0.106,0.35,G3
10.941,392.0,0.117,0.35,G4
11.07,466.16,0.163,0.55,A#4
11.221,349.23,0.07,0.57,F4
11.233,98.0,0.696,0.53,G2
11.291,369.99,0.127,0.56,F#4
11.372,311.13,0.29,0.54,D#4
11.522,261.63,0.198,0.61,C4
11.662,311.13,0.174,0.54,D#4
11.814,65.41,0.604,0.46,C2
11.825,349.23,0.139,0.61,F4
11.964,369.99,0.151,0.57,F#4
12.115,392.0,0.151,0.49,G4
12.254,466.16,0.186,0.52,A#4
12.405,369.99,0.07,0.54,F#4
12.417,65.41,0.559,0.46,C2
12.417,130.81,0.151,0.29,C3
12.475,392.0,0.07,0.32,G4
12.556,311.13,0.198,0.54,D#4
12.695,349.23,0.22,0.6,F4
12.857,392.0,0.291,0.54,G4
12.999,69.3,0.58,0.41,C#2
13.126,466.16,0.139,0.47,A#4
13.289,493.88,0.139,0.6,B4
13.429,523.25,0.174,0.63,C5
13.579,77.78,0.766,0.4,D#2
13.591,155.56,0.162,0.39,D#3
13.591,622.25,0.139,0.55,D#5
13.73,739.99,0.139,0.62,F#5
13.87,783.99,0.127,0.35,G5
13.892,155.56,0.174,0.37,D#3
14.02,1046.5,0.151,0.59,C6
14.171,103.83,0.604,0.61,G#2
14.171,932.33,0.093,0.35,A#5
14.322,739.99,0.139,0.56,F#5
14.461,698.46,0.151,0.58,F5
14.613,622.25,0.127,0.5,D#5
14.624,207.65,0.093,0.36,G#3
14.775,103.83,0.57,0.61,G#2
14.833,698.46,0.07,0.44,F5
15.044,523.25,0.255,0.53,C5
15.206,622.25,0.127,0.5,D#5
15.345,98.0,0.593,0.57,G2
15.345,698.46,0.139,0.54,F5
15.485,739.99,0.151,0.58,F#5
15.635,196.0,0.105,0.34,G3
15.635,783.99,0.162,0.37,G5
15.786,1046.5,0.151,0.61,C6
15.903,698.46,0.081,0.45,F5
15.938,98.0,0.743,0.53,G2
15.995,739.99,0.127,0.47,F#5
16.089,622.25,0.29,0.37,D#5
16.227,523.25,0.197,0.59,C5
16.379,622.25,0.139,0.54,D#5
16.517,65.41,0.605,0.48,C2
16.517,130.81,0.163,0.35,C3
16.517,698.46,0.139,0.5,F5
16.669,739.99,0.151,0.54,F#5
16.82,783.99,0.07,0.35,G5
16.96,130.81,0.151,0.32,C3
16.96,932.33,0.163,0.6,A#5
17.111,698.46,0.07,0.55,F5
17.123,65.41,0.569,0.47,C2
17.123,130.81,0.093,0.33,C3
17.181,739.99,0.105,0.47,F#5
17.262,622.25,0.139,0.56,D#5
17.401,698.46,0.151,0.57,F5
17.552,739.99,0.139,0.63,F#5
17.691,783.99,0.105,0.39,G5
17.704,69.3,0.592,0.46,C#2
17.843,1244.51,0.127,0.47,D#6
17.994,1174.66,0.151,0.6,D6
18.133,1046.5,0.151,0.54,C6
18.284,77.78,0.802,0.44,D#2
18.284,932.33,0.186,0.58,A#5
18.295,155.56,0.162,0.32,D#3
18.295,233.08,0.139,0.36,A#3
18.435,739.99,0.151,0.66,F#5
18.574,233.08,0.279,0.42,A#3
18.586,698.46,0.151,0.61,F5
18.736,622.25,0.291,0.57,D#5
18.749,739.99,0.081,0.36,F#5
18.888,103.83,0.767,0.46,G#2
19.306,415.3,0.163,0.35,G#4
19.319,207.65,0.441,0.56,G#3
19.319,261.63,0.441,0.48,C4
19.33,155.56,0.198,0.5,D#3
19.458,523.25,0.336,0.69,C5
19.469,415.3,0.406,0.59,G#4
19.76,155.56,0.314,0.6,D#3
19.76,207.65,0.314,0.63,G#3
19.76,261.63,0.301,0.65,C4
19.76,466.16,0.209,0.31,A#4
19.771,103.83,0.22,0.53,G#2
19.899,51.91,0.105,0.39,G#1
20.061,392.0,0.255,0.44,G4
20.061,493.88,0.441,0.61,B4
20.061,587.33,0.441,0.5,D5
20.072,98.0,0.43,0.67,G2
20.072,196.0,0.43,0.4,G3
20.502,98.0,0.336,0.46,G2
20.502,146.83,0.325,0.35,D3
20.502,196.0,0.431,0.57,G3
20.502,246.94,0.384,0.5,B3
20.502,392.0,0.431,0.41,G4
20.502,493.88,0.384,0.44,B4
20.502,587.33,0.384,0.44,D5
20.921,622.25,0.314,0.47,D#5
20.934,155.56,1.184,0.59,D#3
20.934,196.0,1.184,0.57,G3
20.934,261.63,1.115,0.54,C4
20.934,311.13,0.314,0.34,D#4
20.934,392.0,0.801,0.4,G4
20.934,523.25,0.534,0.48,C5
21.514,698.46,0.314,0.7,F5
21.572,130.81,0.209,0.31,C3
21.654,98.0,0.279,0.48,G2
21.735,77.78,0.174,0.38,D#2
21.816,622.25,0.301,0.69,D#5
21.874,65.41,0.07,0.31,C2
22.118,77.78,0.767,0.46,D#2
22.118,155.56,0.884,0.61,D#3
22.118,196.0,0.86,0.64,G3
22.118,233.08,0.872,0.48,A#3
22.118,523.25,0.615,0.57,C5
22.164,311.13,0.36,0.3,D#4
22.407,392.0,0.209,0.35,G4
22.407,783.99,0.43,0.54,G5
22.99,116.54,0.488,0.68,A#2
22.99,233.08,0.325,0.54,A#3
22.99,698.46,0.558,0.53,F5
23.199,98.0,0.081,0.59,G2
23.291,98.0,0.301,0.6,G2
23.581,622.25,0.29,0.38,D#5
23.581,783.99,0.349,0.37,G5
23.605,103.83,0.569,0.61,G#2
23.64,207.65,0.523,0.37,G#3
23.873,155.56,0.905,0.68,D#3
23.884,466.16,0.36,0.33,A#4
24.162,783.99,0.279,0.36,G5
24.174,103.83,0.558,0.46,G#2
24.174,207.65,0.593,0.61,G#3
24.174,622.25,0.162,0.37,D#5
24.755,116.54,1.185,0.66,A#2
24.755,587.33,0.442,0.72,D5
24.755,698.46,0.269,0.54,F5
24.766,233.08,0.581,0.46,A#3
25.057,174.61,0.894,0.54,F3
25.196,349.23,0.209,0.34,F4
25.196,587.33,0.441,0.72,D5
25.196,698.46,0.395,0.41,F5
25.347,233.08,0.604,0.53,A#3
25.464,58.27,0.268,0.31,A#1
25.638,523.25,0.569,0.52,C5
25.638,622.25,0.314,0.54,D#5
25.719,311.13,0.116,0.31,D#4
25.94,65.41,0.58,0.73,C2
25.94,130.81,0.523,0.43,C3
26.23,783.99,0.186,0.31,G5
26.52,61.74,0.57,0.42,B1
26.52,123.47,0.314,0.49,B2
26.52,783.99,0.116,0.31,G5
26.683,622.25,0.139,0.52,D#5
26.822,698.46,0.164,0.62,F5
26.963,783.99,0.127,0.5,G5
27.102,830.61,0.151,0.27,G#5
27.114,58.27,0.592,0.48,A#1
27.114,116.54,0.569,0.42,A#2
27.114,233.08,0.267,0.44,A#3
27.252,830.61,0.127,0.38,G#5
27.694,783.99,0.081,0.34,G5
27.706,220.0,0.267,0.43,A3
27.718,110.0,0.696,0.43,A2
27.729,55.0,1.174,0.28,A1
