time,freq,dur,vel,name,hand
8.571423,97.998859,0.204081,0.787402,G2,left
8.571423,130.812783,0.204081,0.787402,C3,left
8.571423,164.813778,0.204081,0.787402,E3,left
8.571423,659.255114,0.204081,0.834646,E5,right
8.979586,92.498606,0.204081,0.787402,F#2,left
8.979586,123.470825,0.204081,0.787402,B2,left
8.979586,155.563492,0.204081,0.787402,D#3,left
8.979586,739.988845,0.204081,0.834646,F#5,right
9.183668,123.470825,0.204081,0.787402,B2,left
9.387749,92.498606,0.204081,0.787402,F#2,left
9.387749,123.470825,0.204081,0.787402,B2,left
9.387749,155.563492,0.204081,0.787402,D#3,left
9.387749,987.766603,0.204081,0.834646,B5,right
9.591830,82.406889,0.204081,0.787402,E2,left
9.591830,97.998859,0.204081,0.787402,G2,left
9.591830,123.470825,0.204081,0.787402,B2,left
9.591830,659.255114,0.204081,0.834646,E5,right
9.795912,82.406889,0.204081,0.787402,E2,left
9.999993,82.406889,0.204081,0.787402,E2,left
9.999993,97.998859,0.204081,0.787402,G2,left
9.999993,123.470825,0.204081,0.787402,B2,left
9.999993,1174.659072,0.204081,0.834646,D6,right
10.204075,82.406889,0.204081,0.787402,E2,left
10.408157,97.998859,0.204081,0.787402,G2,left
10.408157,123.470825,0.204081,0.787402,B2,left
10.408157,146.832384,0.204081,0.787402,D3,left
10.408157,164.813778,0.204081,0.787402,E3,left
10.408157,587.329536,0.204081,0.834646,D5,right
10.612238,82.406889,0.204081,0.787402,E2,left
10.612238,554.365262,0.102041,0.834646,C#5,right
10.816320,82.406889,0.408163,0.787402,E2,left
10.816320,97.998859,0.204081,0.787402,G2,left
10.816320,123.470825,0.408163,0.787402,B2,left
10.816320,587.329536,0.204081,0.834646,D5,right
11.020401,97.998859,0.204081,0.787402,G2,left
11.020401,554.365262,0.102041,0.834646,C#5,right
11.224482,123.470825,0.204081,0.787402,B2,left
11.224482,493.883301,0.204081,0.834646,B4,right
11.428564,97.998859,0.204081,0.787402,G2,left
11.428564,130.812783,0.204081,0.787402,C3,left
11.428564,164.813778,0.204081,0.787402,E3,left
11.428564,987.766603,0.204081,0.834646,B5,right
11.632645,130.812783,0.204081,0.787402,C3,left
11.836727,97.998859,0.204081,0.787402,G2,left
11.836727,130.812783,0.204081,0.787402,C3,left
11.836727,164.813778,0.204081,0.787402,E3,left
11.836727,659.255114,0.204081,0.834646,E5,right
12.244890,92.498606,0.204081,0.787402,F#2,left
12.244890,123.470825,0.204081,0.787402,B2,left
12.244890,155.563492,0.204081,0.787402,D#3,left
12.244890,739.988845,0.204081,0.834646,F#5,right
12.448972,123.470825,0.204081,0.787402,B2,left
12.653053,92.498606,0.204081,0.787402,F#2,left
12.653053,123.470825,0.204081,0.787402,B2,left
12.653053,155.563492,0.204081,0.787402,D#3,left
12.653053,987.766603,0.204081,0.834646,B5,right
12.857134,82.406889,0.204081,0.787402,E2,left
12.857134,97.998859,0.204081,0.787402,G2,left
12.857134,123.470825,0.204081,0.787402,B2,left
12.857134,659.255114,0.204081,0.834646,E5,right
0.000000,82.406889,0.204081,0.787402,E2,left
0.204082,82.406889,0.204081,0.787402,E2,left
0.204082,97.998859,0.204081,0.787402,G2,left
0.204082,123.470825,0.204081,0.787402,B2,left
0.204082,493.883301,0.204081,0.834646,B4,right
0.408163,82.406889,0.204081,0.787402,E2,left
0.612245,97.998859,0.204081,0.787402,G2,left
0.612245,123.470825,0.204081,0.787402,B2,left
0.612245,146.832384,0.204081,0.787402,D3,left
0.612245,164.813778,0.204081,0.787402,E3,left
0.612245,493.883301,0.204081,0.834646,B4,right
0.816326,82.406889,0.204081,0.787402,E2,left
0.816326,466.163762,0.102041,0.834646,A#4,right
1.020408,82.406889,0.408163,0.787402,E2,left
1.020408,97.998859,0.204081,0.787402,G2,left
1.020408,123.470825,0.408163,0.787402,B2,left
1.020408,493.883301,0.204081,0.834646,B4,right
1.224489,97.998859,0.204081,0.787402,G2,left
1.224489,466.163762,0.102041,0.834646,A#4,right
1.428570,123.470825,0.204081,0.787402,B2,left
1.428570,440.000000,0.204081,0.834646,A4,right
1.632652,97.998859,0.204081,0.787402,G2,left
1.632652,130.812783,0.204081,0.787402,C3,left
1.632652,164.813778,0.204081,0.787402,E3,left
1.632652,987.766603,0.204081,0.834646,B5,right
1.836734,130.812783,0.204081,0.787402,C3,left
2.040815,97.998859,0.204081,0.787402,G2,left
2.040815,130.812783,0.204081,0.787402,C3,left
2.040815,164.813778,0.204081,0.787402,E3,left
2.040815,659.255114,0.204081,0.834646,E5,right
2.448978,92.498606,0.204081,0.787402,F#2,left
2.448978,123.470825,0.204081,0.787402,B2,left
2.448978,155.563492,0.204081,0.787402,D#3,left
2.448978,739.988845,0.204081,0.834646,F#5,right
2.653060,123.470825,0.204081,0.787402,B2,left
2.857141,92.498606,0.204081,0.787402,F#2,left
2.857141,123.470825,0.204081,0.787402,B2,left
2.857141,155.563492,0.204081,0.787402,D#3,left
2.857141,987.766603,0.204081,0.834646,B5,right
3.061222,82.406889,0.204081,0.787402,E2,left
3.061222,97.998859,0.204081,0.787402,G2,left
3.061222,123.470825,0.204081,0.787402,B2,left
3.061222,659.255114,0.204081,0.834646,E5,right
3.265304,82.406889,0.204081,0.787402,E2,left
3.469386,82.406889,0.204081,0.787402,E2,left
3.469386,97.998859,0.204081,0.787402,G2,left
3.469386,123.470825,0.204081,0.787402,B2,left
3.469386,1174.659072,0.204081,0.834646,D6,right
3.673467,82.406889,0.204081,0.787402,E2,left
3.877549,97.998859,0.204081,0.787402,G2,left
3.877549,123.470825,0.204081,0.787402,B2,left
3.877549,146.832384,0.204081,0.787402,D3,left
3.877549,164.813778,0.204081,0.787402,E3,left
3.877549,587.329536,0.204081,0.834646,D5,right
4.081630,82.406889,0.204081,0.787402,E2,left
4.081630,554.365262,0.102041,0.834646,C#5,right
4.285712,82.406889,0.408163,0.787402,E2,left
4.285712,97.998859,0.204081,0.787402,G2,left
4.285712,123.470825,0.408163,0.787402,B2,left
4.285712,587.329536,0.204081,0.834646,D5,right
4.489793,97.998859,0.204081,0.787402,G2,left
4.489793,554.365262,0.102041,0.834646,C#5,right
4.693874,123.470825,0.204081,0.787402,B2,left
4.693874,493.883301,0.204081,0.834646,B4,right
4.897956,97.998859,0.204081,0.787402,G2,left
4.897956,130.812783,0.204081,0.787402,C3,left
4.897956,164.813778,0.204081,0.787402,E3,left
4.897956,987.766603,0.204081,0.834646,B5,right
5.102038,130.812783,0.204081,0.787402,C3,left
5.306119,97.998859,0.204081,0.787402,G2,left
5.306119,130.812783,0.204081,0.787402,C3,left
5.306119,164.813778,0.204081,0.787402,E3,left
5.306119,659.255114,0.204081,0.834646,E5,right
5.714282,92.498606,0.204081,0.787402,F#2,left
5.714282,123.470825,0.204081,0.787402,B2,left
5.714282,155.563492,0.204081,0.787402,D#3,left
5.714282,739.988845,0.204081,0.834646,F#5,right
5.918364,123.470825,0.204081,0.787402,B2,left
6.122445,92.498606,0.204081,0.787402,F#2,left
6.122445,123.470825,0.204081,0.787402,B2,left
6.122445,155.563492,0.204081,0.787402,D#3,left
6.122445,659.255114,0.204081,0.834646,E5,right
6.326526,82.406889,0.204081,0.787402,E2,left
6.326526,97.998859,0.204081,0.787402,G2,left
6.326526,123.470825,0.204081,0.787402,B2,left
6.326526,493.883301,0.204081,0.834646,B4,right
6.734690,164.813778,0.204081,0.787402,E3,left
